genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.MG132.DMSO_SpC	SKMES1.AF1521.MG132.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
PGAM1	Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2	sp|P18669|PGAM1_HUMAN	29 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P18669	5223	-4	-1	29	4.03448275862069	0.0344827586206897	0.00854700854700855	0.00249376558603491	PGAM1
PGRMC1	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	sp|O00264|PGRC1_HUMAN	22 kDa	0	2	skmes_mg132_af1521.adpr.msbio	O00264	10857	2	1	22	0.0454545454545455	2.04545454545455	45	201	PGRMC1
PHF5A	PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	sp|Q7RTV0|PHF5A_HUMAN	12 kDa	11	26	skmes_mg132_af1521.adpr.msbio	Q7RTV0	84844	15	0.576923076923077	12	11.0833333333333	26.0833333333333	2.35338345864662	2.36239782016349	PHF5A
PHF6	PHD finger protein 6 OS=Homo sapiens GN=PHF6 PE=1 SV=1	sp|Q8IWS0|PHF6_HUMAN	41 kDa	36	16	skmes_mg132_af1521.adpr.msbio	Q8IWS0	84295	-20	-0.555555555555556	41	36.0243902439024	16.0243902439024	0.444820582261341	0.444598722577062	PHF6
PHGDH	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	sp|O43175|SERA_HUMAN	57 kDa	6	3	skmes_mg132_af1521.adpr.msbio	O43175	26227	-3	-0.5	57	6.01754385964912	3.01754385964912	0.501457725947522	0.500831946755408	PHGDH
PHLDB2	Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2	sp|Q86SQ0|PHLB2_HUMAN	142 kDa	10	0	skmes_mg132_af1521.adpr.msbio	Q86SQ0	90102	-10	-1	142	10.0070422535211	0.00704225352112676	0.000703729767769177	0.000999000999000999	PHLDB2
PI4KA	Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=4	sp|P42356|PI4KA_HUMAN	237 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P42356	5297	-6	-1	237	6.0042194092827	0.00421940928270042	0.000702740688685875	0.00166389351081531	PI4KA
PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1	sp|Q9Y237|PIN4_HUMAN	14 kDa	6	19	skmes_mg132_af1521.adpr.msbio	Q9Y237	5303	13	0.684210526315789	14	6.07142857142857	19.0714285714286	3.14117647058824	3.1630615640599	PIN4
PINX1	PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens GN=PINX1 PE=1 SV=2	sp|Q96BK5|PINX1_HUMAN	37 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q96BK5	54984	-2	-1	37	2.02702702702703	0.027027027027027	0.0133333333333333	0.00497512437810945	PINX1
PITPNB	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens GN=PITPNB PE=1 SV=2	sp|P48739|PIPNB_HUMAN	32 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P48739	23760	-4	-1	32	4.03125	0.03125	0.00775193798449612	0.00249376558603491	PITPNB
PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	sp|P14618|KPYM_HUMAN	58 kDa	51	13	skmes_mg132_af1521.adpr.msbio	P14618	5315	-38	-0.745098039215686	58	51.0172413793103	13.0172413793103	0.255153768164921	0.255048029798079	PKM
PKP1	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	sp|Q13835|PKP1_HUMAN	83 kDa	6	25	skmes_mg132_af1521.adpr.msbio	Q13835	5317	19	0.76	83	6.01204819277108	25.0120481927711	4.16032064128256	4.16139767054909	PKP1
PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens GN=PLCB3 PE=1 SV=2	sp|Q01970|PLCB3_HUMAN	139 kDa	3	3	skmes_mg132_af1521.adpr.msbio	Q01970	5331	0	0	139	3.00719424460432	3.00719424460432	1	1	PLCB3
PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	sp|Q15149|PLEC_HUMAN	532 kDa	106	31	skmes_mg132_af1521.adpr.msbio	Q15149	5339	-75	-0.707547169811321	532	106.001879699248	31.0018796992481	0.292465376908482	0.29251957362513	PLEC
PLEKHG4	Puratrophin-1 OS=Homo sapiens GN=PLEKHG4 PE=1 SV=1	sp|Q58EX7|PKHG4_HUMAN	131 kDa	22	0	skmes_mg132_af1521.adpr.msbio	Q58EX7	25894	-22	-1	131	22.0076335877863	0.00763358778625954	0.000346860908775581	0.000454338936846888	PLEKHG4
PLOD1	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens GN=PLOD1 PE=1 SV=2	sp|Q02809|PLOD1_HUMAN	84 kDa	15	0	skmes_mg132_af1521.adpr.msbio	Q02809	5351	-15	-1	84	15.0119047619048	0.0119047619047619	0.000793021411578113	0.000666222518321119	PLOD1
POF1B	Protein POF1B OS=Homo sapiens GN=POF1B PE=1 SV=3	sp|Q8WVV4|POF1B_HUMAN	68 kDa	14	8	skmes_mg132_af1521.adpr.msbio	Q8WVV4	79983	-6	-0.428571428571429	68	14.0147058823529	8.01470588235294	0.571878279118573	0.571734475374732	POF1B
POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	sp|P28340|DPOD1_HUMAN	124 kDa	31	15	skmes_mg132_af1521.adpr.msbio	P28340	5424	-16	-0.516129032258065	124	31.008064516129	15.008064516129	0.484005201560468	0.484037407287972	POLD1
POLD2	DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1	sp|P49005|DPOD2_HUMAN	51 kDa	0	4	skmes_mg132_af1521.adpr.msbio	P49005	5425	4	1	51	0.0196078431372549	4.01960784313725	205	401	POLD2
POLR1A	DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2	sp|O95602|RPA1_HUMAN	195 kDa	20	10	skmes_mg132_af1521.adpr.msbio	O95602	25885	-10	-0.5	195	20.0051282051282	10.0051282051282	0.500128172263522	0.500249875062469	POLR1A
POLR1D	Protein POLR1D, isoform 2 OS=Homo sapiens GN=POLR1D PE=1 SV=1	sp|P0DPB5|RPC22_HUMAN	14 kDa	3	3	skmes_mg132_af1521.adpr.msbio	P0DPB5	51082	0	0	14	3.07142857142857	3.07142857142857	1	1	POLR1D
POLR2A	DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens GN=POLR2A PE=1 SV=2	sp|P24928|RPB1_HUMAN	217 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P24928	5430	-2	-1	217	2.00460829493088	0.00460829493087558	0.00229885057471264	0.00497512437810945	POLR2A
POLR2B	DNA-directed RNA polymerase II subunit RPB2 OS=Homo sapiens GN=POLR2B PE=1 SV=1	sp|P30876|RPB2_HUMAN	134 kDa	19	0	skmes_mg132_af1521.adpr.msbio	P30876	5431	-19	-1	134	19.0074626865672	0.00746268656716418	0.000392618767177071	0.000526038926880589	POLR2B
POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens GN=POLR2E PE=1 SV=4	sp|P19388|RPAB1_HUMAN	25 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P19388	5434	-2	-1	25	2.04	0.04	0.0196078431372549	0.00497512437810945	POLR2E
PPIA	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	sp|P62937|PPIA_HUMAN	18 kDa	20	12	skmes_mg132_af1521.adpr.msbio	P62937	5478	-8	-0.4	18	20.0555555555556	12.0555555555556	0.601108033240997	0.600199900049975	PPIA
PPIB	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2	sp|P23284|PPIB_HUMAN	24 kDa	284	371	skmes_mg132_af1521.adpr.msbio	P23284	5479	87	0.234501347708895	24	284.041666666667	371.041666666667	1.30629309080241	1.30632724199852	PPIB
PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1	sp|Q9Y3C6|PPIL1_HUMAN	18 kDa	26	35	skmes_mg132_af1521.adpr.msbio	Q9Y3C6	51645	9	0.257142857142857	18	26.0555555555556	35.0555555555556	1.3454157782516	1.34602076124567	PPIL1
PPIL2	Peptidyl-prolyl cis-trans isomerase-like 2 OS=Homo sapiens GN=PPIL2 PE=1 SV=1	sp|Q13356|PPIL2_HUMAN	59 kDa	7	11	skmes_mg132_af1521.adpr.msbio	Q13356	23759	4	0.363636363636364	59	7.01694915254237	11.0169491525424	1.57004830917874	1.57061340941512	PPIL2
PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1	sp|Q9H2H8|PPIL3_HUMAN	18 kDa	16	25	skmes_mg132_af1521.adpr.msbio	Q9H2H8	53938	9	0.36	18	16.0555555555556	25.0555555555556	1.56055363321799	1.56214865708932	PPIL3
PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1	sp|Q8WUA2|PPIL4_HUMAN	57 kDa	7	7	skmes_mg132_af1521.adpr.msbio	Q8WUA2	85313	0	0	57	7.01754385964912	7.01754385964912	1	1	PPIL4
PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3	sp|P62140|PP1B_HUMAN	37 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P62140	5500	-2	-1	37	2.02702702702703	0.027027027027027	0.0133333333333333	0.00497512437810945	PPP1CB
PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4	sp|P30153|2AAA_HUMAN	65 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P30153	5518	-3	-1	65	3.01538461538462	0.0153846153846154	0.00510204081632653	0.00332225913621263	PPP2R1A
PQBP1	Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1	sp|O60828|PQBP1_HUMAN	30 kDa	6	10	skmes_mg132_af1521.adpr.msbio	O60828	10084	4	0.4	30	6.03333333333333	10.0333333333333	1.66298342541436	1.66555740432612	PQBP1
PRDX1	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	sp|Q06830|PRDX1_HUMAN	22 kDa	27	6	skmes_mg132_af1521.adpr.msbio	Q06830	5052	-21	-0.777777777777778	22	27.0454545454545	6.04545454545455	0.223529411764706	0.222510181414291	PRDX1
PRDX6	Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3	sp|P30041|PRDX6_HUMAN	25 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P30041	9588	-4	-1	25	4.04	0.04	0.0099009900990099	0.00249376558603491	PRDX6
PRKDC	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	sp|P78527|PRKDC_HUMAN	469 kDa	93	19	skmes_mg132_af1521.adpr.msbio	P78527	5591	-74	-0.795698924731183	469	93.0021321961621	19.002132196162	0.204319317712871	0.204386625094076	PRKDC
PRMT1	Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=1 SV=2	sp|Q99873|ANM1_HUMAN	42 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q99873	3276	-2	-1	42	2.02380952380952	0.0238095238095238	0.0117647058823529	0.00497512437810945	PRMT1
PRMT5	Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4	sp|O14744|ANM5_HUMAN	73 kDa	9	0	skmes_mg132_af1521.adpr.msbio	O14744	10419	-9	-1	73	9.01369863013699	0.0136986301369863	0.00151975683890578	0.00110987791342952	PRMT5
PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2	sp|Q8WWY3|PRP31_HUMAN	55 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q8WWY3	26121	-3	-1	55	3.01818181818182	0.0181818181818182	0.00602409638554217	0.00332225913621263	PRPF31
PRPF6	Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1	sp|O94906|PRP6_HUMAN	107 kDa	94	76	skmes_mg132_af1521.adpr.msbio	O94906	24148	-18	-0.191489361702128	107	94.0093457943925	76.0093457943925	0.808529674917984	0.808531007339645	PRPF6
PRPF8	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	sp|Q6P2Q9|PRP8_HUMAN	274 kDa	207	172	skmes_mg132_af1521.adpr.msbio	Q6P2Q9	10594	-35	-0.169082125603865	274	207.003649635037	172.003649635037	0.830920855445265	0.830926042220183	PRPF8
PRRC2C	Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=4	sp|Q9Y520|PRC2C_HUMAN	317 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q9Y520	23215	-5	-1	317	5.00315457413249	0.00315457413249211	0.000630517023959647	0.00199600798403194	PRRC2C
PSMA1	Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1	sp|P25786|PSA1_HUMAN	30 kDa	7	0	skmes_mg132_af1521.adpr.msbio	P25786	5682	-7	-1	30	7.03333333333333	0.0333333333333333	0.004739336492891	0.0014265335235378	PSMA1
PSMA2	Proteasome subunit alpha type-2 OS=Homo sapiens GN=PSMA2 PE=1 SV=2	sp|P25787|PSA2_HUMAN	26 kDa	9	0	skmes_mg132_af1521.adpr.msbio	P25787	5683	-9	-1	26	9.03846153846154	0.0384615384615385	0.00425531914893617	0.00110987791342952	PSMA2
PSMA3	Proteasome subunit alpha type-3 OS=Homo sapiens GN=PSMA3 PE=1 SV=2	sp|P25788|PSA3_HUMAN	28 kDa	11	0	skmes_mg132_af1521.adpr.msbio	P25788	5684	-11	-1	28	11.0357142857143	0.0357142857142857	0.00323624595469256	0.000908265213442325	PSMA3
PSMA4	Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	sp|P25789|PSA4_HUMAN	29 kDa	13	5	skmes_mg132_af1521.adpr.msbio	P25789	5685	-8	-0.615384615384615	29	13.0344827586207	5.03448275862069	0.386243386243386	0.385088393543428	PSMA4
PSMA5	Proteasome subunit alpha type-5 OS=Homo sapiens GN=PSMA5 PE=1 SV=3	sp|P28066|PSA5_HUMAN	26 kDa	7	0	skmes_mg132_af1521.adpr.msbio	P28066	5686	-7	-1	26	7.03846153846154	0.0384615384615385	0.00546448087431694	0.0014265335235378	PSMA5
PSMA6	Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1	sp|P60900|PSA6_HUMAN	27 kDa	7	0	skmes_mg132_af1521.adpr.msbio	P60900	5687	-7	-1	27	7.03703703703704	0.037037037037037	0.00526315789473684	0.0014265335235378	PSMA6
PSMA7	Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	sp|O14818|PSA7_HUMAN	28 kDa	13	0	skmes_mg132_af1521.adpr.msbio	O14818	5688	-13	-1	28	13.0357142857143	0.0357142857142857	0.00273972602739726	0.000768639508070715	PSMA7
PSMB1	Proteasome subunit beta type-1 OS=Homo sapiens GN=PSMB1 PE=1 SV=2	sp|P20618|PSB1_HUMAN	26 kDa	7	0	skmes_mg132_af1521.adpr.msbio	P20618	5689	-7	-1	26	7.03846153846154	0.0384615384615385	0.00546448087431694	0.0014265335235378	PSMB1
PSMB2	Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1	sp|P49721|PSB2_HUMAN	23 kDa	12	3	skmes_mg132_af1521.adpr.msbio	P49721	5690	-9	-0.75	23	12.0434782608696	3.04347826086957	0.252707581227437	0.250624479600333	PSMB2
PSMB3	Proteasome subunit beta type-3 OS=Homo sapiens GN=PSMB3 PE=1 SV=2	sp|P49720|PSB3_HUMAN	23 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P49720	5691	-4	-1	23	4.04347826086957	0.0434782608695652	0.010752688172043	0.00249376558603491	PSMB3
PSMB4	Proteasome subunit beta type-4 OS=Homo sapiens GN=PSMB4 PE=1 SV=4	sp|P28070|PSB4_HUMAN	29 kDa	6	0	skmes_mg132_af1521.adpr.msbio	P28070	5692	-6	-1	29	6.03448275862069	0.0344827586206897	0.00571428571428571	0.00166389351081531	PSMB4
PSMB5	Proteasome subunit beta type-5 OS=Homo sapiens GN=PSMB5 PE=1 SV=3	sp|P28074|PSB5_HUMAN	28 kDa	16	6	skmes_mg132_af1521.adpr.msbio	P28074	5693	-10	-0.625	28	16.0357142857143	6.03571428571429	0.376391982182628	0.375390381011868	PSMB5
PSMB6	Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4	sp|P28072|PSB6_HUMAN	25 kDa	10	4	skmes_mg132_af1521.adpr.msbio	P28072	5694	-6	-0.6	25	10.04	4.04	0.402390438247012	0.400599400599401	PSMB6
PSMB7	Proteasome subunit beta type-7 OS=Homo sapiens GN=PSMB7 PE=1 SV=1	sp|Q99436|PSB7_HUMAN	30 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q99436	5695	-5	-1	30	5.03333333333333	0.0333333333333333	0.00662251655629139	0.00199600798403194	PSMB7
PSMC1	26S proteasome regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1	sp|P62191|PRS4_HUMAN	49 kDa	7	0	skmes_mg132_af1521.adpr.msbio	P62191	5700	-7	-1	49	7.02040816326531	0.0204081632653061	0.00290697674418605	0.0014265335235378	PSMC1
PSMC2	26S proteasome regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	sp|P35998|PRS7_HUMAN	49 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P35998	5701	-2	-1	49	2.02040816326531	0.0204081632653061	0.0101010101010101	0.00497512437810945	PSMC2
PSMC4	26S proteasome regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2	sp|P43686|PRS6B_HUMAN	47 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P43686	5704	-4	-1	47	4.02127659574468	0.0212765957446809	0.00529100529100529	0.00249376558603491	PSMC4
PSMD1	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2	sp|Q99460|PSMD1_HUMAN	106 kDa	38	3	skmes_mg132_af1521.adpr.msbio	Q99460	5707	-35	-0.921052631578947	106	38.0094339622642	3.00943396226415	0.0791759741871432	0.0791896869244935	PSMD1
PSMD12	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3	sp|O00232|PSD12_HUMAN	53 kDa	3	0	skmes_mg132_af1521.adpr.msbio	O00232	5718	-3	-1	53	3.0188679245283	0.0188679245283019	0.00625	0.00332225913621263	PSMD12
PSMD13	26S proteasome non-ATPase regulatory subunit 13 OS=Homo sapiens GN=PSMD13 PE=1 SV=2	sp|Q9UNM6|PSD13_HUMAN	43 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q9UNM6	5719	-5	-1	43	5.02325581395349	0.0232558139534884	0.00462962962962963	0.00199600798403194	PSMD13
PSMD14	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1	sp|O00487|PSDE_HUMAN	35 kDa	4	0	skmes_mg132_af1521.adpr.msbio	O00487	10213	-4	-1	35	4.02857142857143	0.0285714285714286	0.00709219858156028	0.00249376558603491	PSMD14
PSMD2	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3	sp|Q13200|PSMD2_HUMAN	100 kDa	57	4	skmes_mg132_af1521.adpr.msbio	Q13200	5708	-53	-0.929824561403509	100	57.01	4.01	0.0703385370987546	0.0703385370987546	PSMD2
PSMD3	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2	sp|O43242|PSMD3_HUMAN	61 kDa	12	0	skmes_mg132_af1521.adpr.msbio	O43242	5709	-12	-1	61	12.016393442623	0.0163934426229508	0.00136425648021828	0.000832639467110741	PSMD3
PSMD8	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=1 SV=2	sp|P48556|PSMD8_HUMAN	40 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P48556	5714	-3	-1	40	3.025	0.025	0.00826446280991736	0.00332225913621263	PSMD8
PSME1	Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	sp|Q06323|PSME1_HUMAN	29 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q06323	5720	-2	-1	29	2.03448275862069	0.0344827586206897	0.0169491525423729	0.00497512437810945	PSME1
PSME4	Proteasome activator complex subunit 4 OS=Homo sapiens GN=PSME4 PE=1 SV=2	sp|Q14997|PSME4_HUMAN	211 kDa	4	0	skmes_mg132_af1521.adpr.msbio	Q14997	23198	-4	-1	211	4.00473933649289	0.004739336492891	0.00118343195266272	0.00249376558603491	PSME4
PTBP1	Polypyrimidine tract-binding protein 1 OS=Homo sapiens GN=PTBP1 PE=1 SV=1	sp|P26599|PTBP1_HUMAN	57 kDa	19	9	skmes_mg132_af1521.adpr.msbio	P26599	5725	-10	-0.526315789473684	57	19.0175438596491	9.01754385964912	0.474169741697417	0.473961073119411	PTBP1
PTGES2	Prostaglandin E synthase 2 OS=Homo sapiens GN=PTGES2 PE=1 SV=1	sp|Q9H7Z7|PGES2_HUMAN	42 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q9H7Z7	80142	-2	-1	42	2.02380952380952	0.0238095238095238	0.0117647058823529	0.00497512437810945	PTGES2
PTGR1	Prostaglandin reductase 1 OS=Homo sapiens GN=PTGR1 PE=1 SV=2	sp|Q14914|PTGR1_HUMAN	36 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q14914	22949	-2	-1	36	2.02777777777778	0.0277777777777778	0.0136986301369863	0.00497512437810945	PTGR1
PTMA	Prothymosin alpha OS=Homo sapiens GN=PTMA PE=1 SV=2	sp|P06454|PTMA_HUMAN	12 kDa	2	2	skmes_mg132_af1521.adpr.msbio	P06454	5757	0	0	12	2.08333333333333	2.08333333333333	1	1	PTMA
PTPN13	Tyrosine-protein phosphatase non-receptor type 13 OS=Homo sapiens GN=PTPN13 PE=1 SV=2	sp|Q12923|PTN13_HUMAN	277 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q12923	5783	-2	-1	277	2.00361010830325	0.0036101083032491	0.0018018018018018	0.00497512437810945	PTPN13
PTPN14	Tyrosine-protein phosphatase non-receptor type 14 OS=Homo sapiens GN=PTPN14 PE=1 SV=2	sp|Q15678|PTN14_HUMAN	135 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q15678	5784	-2	-1	135	2.00740740740741	0.00740740740740741	0.003690036900369	0.00497512437810945	PTPN14
PTPN23	Tyrosine-protein phosphatase non-receptor type 23 OS=Homo sapiens GN=PTPN23 PE=1 SV=1	sp|Q9H3S7|PTN23_HUMAN	179 kDa	5	0	skmes_mg132_af1521.adpr.msbio	Q9H3S7	25930	-5	-1	179	5.00558659217877	0.00558659217877095	0.00111607142857143	0.00199600798403194	PTPN23
PTPN6	Tyrosine-protein phosphatase non-receptor type 6 OS=Homo sapiens GN=PTPN6 PE=1 SV=1	sp|P29350|PTN6_HUMAN	68 kDa	5	5	skmes_mg132_af1521.adpr.msbio	P29350	5777	0	0	68	5.01470588235294	5.01470588235294	1	1	PTPN6
PUF60	Poly(U)-binding-splicing factor PUF60 OS=Homo sapiens GN=PUF60 PE=1 SV=1	sp|Q9UHX1|PUF60_HUMAN	60 kDa	143	157	skmes_mg132_af1521.adpr.msbio	Q9UHX1	22827	14	0.089171974522293	60	143.016666666667	157.016666666667	1.09789068873092	1.09789525208027	PUF60
PUM1	Pumilio homolog 1 OS=Homo sapiens GN=PUM1 PE=1 SV=3	sp|Q14671|PUM1_HUMAN	126 kDa	9	0	skmes_mg132_af1521.adpr.msbio	Q14671	9698	-9	-1	126	9.00793650793651	0.00793650793650794	0.000881057268722467	0.00110987791342952	PUM1
PXN	Paxillin OS=Homo sapiens GN=PXN PE=1 SV=3	sp|P49023|PAXI_HUMAN	65 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P49023	5829	-2	-1	65	2.01538461538462	0.0153846153846154	0.00763358778625954	0.00497512437810945	PXN
PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens GN=PYCR1 PE=1 SV=2	sp|P32322|P5CR1_HUMAN	33 kDa	2	0	skmes_mg132_af1521.adpr.msbio	P32322	5831	-2	-1	33	2.03030303030303	0.0303030303030303	0.0149253731343284	0.00497512437810945	PYCR1
PYCR2	Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens GN=PYCR2 PE=1 SV=1	sp|Q96C36|P5CR2_HUMAN	34 kDa	2	0	skmes_mg132_af1521.adpr.msbio	Q96C36	29920	-2	-1	34	2.02941176470588	0.0294117647058824	0.0144927536231884	0.00497512437810945	PYCR2
PYGL	Glycogen phosphorylase, liver form OS=Homo sapiens GN=PYGL PE=1 SV=4	sp|P06737|PYGL_HUMAN	97 kDa	7	3	skmes_mg132_af1521.adpr.msbio	P06737	5836	-4	-0.571428571428571	97	7.01030927835052	3.01030927835052	0.429411764705882	0.429386590584879	PYGL
QARS	Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1	sp|P47897|SYQ_HUMAN	88 kDa	3	0	skmes_mg132_af1521.adpr.msbio	P47897	5859	-3	-1	88	3.01136363636364	0.0113636363636364	0.00377358490566038	0.00332225913621263	QARS1
RAB10	Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1	sp|P61026|RAB10_HUMAN	23 kDa	9	8	skmes_mg132_af1521.adpr.msbio	P61026	10890	-1	-0.111111111111111	23	9.04347826086956	8.04347826086956	0.889423076923077	0.889012208657048	RAB10
RAB11B	Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4	sp|Q15907|RB11B_HUMAN	24 kDa	11	7	skmes_mg132_af1521.adpr.msbio	Q15907	9230	-4	-0.363636363636364	24	11.0416666666667	7.04166666666667	0.637735849056604	0.63669391462307	RAB11B
RAB13	Ras-related protein Rab-13 OS=Homo sapiens GN=RAB13 PE=1 SV=1	sp|P51153|RAB13_HUMAN	23 kDa	6	4	skmes_mg132_af1521.adpr.msbio	P51153	5872	-2	-0.333333333333333	23	6.04347826086957	4.04347826086957	0.669064748201439	0.667221297836938	RAB13
RAB14	Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4	sp|P61106|RAB14_HUMAN	24 kDa	4	0	skmes_mg132_af1521.adpr.msbio	P61106	51552	-4	-1	24	4.04166666666667	0.0416666666666667	0.0103092783505155	0.00249376558603491	RAB14
RAB18	Ras-related protein Rab-18 OS=Homo sapiens GN=RAB18 PE=1 SV=1	sp|Q9NP72|RAB18_HUMAN	23 kDa	3	0	skmes_mg132_af1521.adpr.msbio	Q9NP72	22931	-3	-1	23	3.04347826086957	0.0434782608695652	0.0142857142857143	0.00332225913621263	RAB18
