genename	protein_desc	Accession_Number	Molecular_Weight	NCIH1373.AF1521.DMSO_SpC	NCIH1373.AF1521.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
OAS2	2'-5'-oligoadenylate synthase 2 OS=Homo sapiens GN=OAS2 PE=1 SV=3	sp|P29728|OAS2_HUMAN	82 kDa	0	3	ncih1373_af1521.adpr.msbio	P29728	4939	3	1	82	0.0121951219512195	3.01219512195122	247	301	OAS2
OCIAD2	OCIA domain-containing protein 2 OS=Homo sapiens GN=OCIAD2 PE=1 SV=1	sp|Q56VL3|OCAD2_HUMAN	17 kDa	5	4	ncih1373_af1521.adpr.msbio	Q56VL3	132299	-1	-0.2	17	5.05882352941176	4.05882352941176	0.802325581395349	0.800399201596806	OCIAD2
OGDH	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3"	sp|Q02218|ODO1_HUMAN	116 kDa	25	26	ncih1373_af1521.adpr.msbio	Q02218	4967	1	0.0384615384615385	116	25.0086206896552	26.0086206896552	1.03998621165115	1.03998400639744	OGDH
OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens GN=OGT PE=1 SV=3	sp|O15294|OGT1_HUMAN	117 kDa	11	0	ncih1373_af1521.adpr.msbio	O15294	8473	-11	-1	117	11.008547008547	0.00854700854700855	0.00077639751552795	0.000908265213442325	OGT
OPA1	"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens GN=OPA1 PE=1 SV=3"	sp|O60313|OPA1_HUMAN	112 kDa	40	33	ncih1373_af1521.adpr.msbio	O60313	4976	-7	-0.175	112	40.0089285714286	33.0089285714286	0.825039053782638	0.825043739065234	OPA1
P4HB	Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3	sp|P07237|PDIA1_HUMAN	57 kDa	2	0	ncih1373_af1521.adpr.msbio	P07237	5034	-2	-1	57	2.01754385964912	0.0175438596491228	0.00869565217391304	0.00497512437810945	P4HB
PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	sp|P11940|PABP1_HUMAN	71 kDa	47	33	ncih1373_af1521.adpr.msbio	P11940	26986	-14	-0.297872340425532	71	47.0140845070423	33.0140845070423	0.702216896345117	0.702191023186556	PABPC1
PABPC4	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	sp|Q13310|PABP4_HUMAN	71 kDa	22	11	ncih1373_af1521.adpr.msbio	Q13310	8761	-11	-0.5	71	22.0140845070423	11.0140845070423	0.500319897632758	0.500227169468423	PABPC4
PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	sp|P22234|PUR6_HUMAN	47 kDa	25	6	ncih1373_af1521.adpr.msbio	P22234	10606	-19	-0.76	47	25.0212765957447	6.02127659574468	0.240646258503401	0.240303878448621	PAICS
PAK2	Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3	sp|Q13177|PAK2_HUMAN	58 kDa	2	2	ncih1373_af1521.adpr.msbio	Q13177	5062	0	0	58	2.01724137931034	2.01724137931034	1	1	PAK2
PALLD	Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3	sp|Q8WX93|PALLD_HUMAN	151 kDa	17	4	ncih1373_af1521.adpr.msbio	Q8WX93	23022	-13	-0.764705882352941	151	17.0066225165563	4.00662251655629	0.235591900311526	0.235743680188125	PALLD
PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	sp|Q8TEW0|PARD3_HUMAN	151 kDa	13	11	ncih1373_af1521.adpr.msbio	Q8TEW0	56288	-2	-0.153846153846154	151	13.0066225165563	11.0066225165563	0.846232179226069	0.846272098385857	PARD3
PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	sp|P09874|PARP1_HUMAN	113 kDa	76	10	ncih1373_af1521.adpr.msbio	P09874	142	-66	-0.868421052631579	113	76.0088495575221	10.0088495575221	0.131680055885435	0.131693198263386	PARP1
PARP9	Poly [ADP-ribose] polymerase 9 OS=Homo sapiens GN=PARP9 PE=1 SV=2	sp|Q8IXQ6|PARP9_HUMAN	96 kDa	0	4	ncih1373_af1521.adpr.msbio	Q8IXQ6	83666	4	1	96	0.0104166666666667	4.01041666666667	385	401	PARP9
PAXBP1	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2	sp|Q9Y5B6|PAXB1_HUMAN	105 kDa	67	43	ncih1373_af1521.adpr.msbio	Q9Y5B6	94104	-24	-0.358208955223881	105	67.0095238095238	43.0095238095238	0.641841955656623	0.641844500820773	PAXBP1
PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=1 SV=1	sp|Q96AQ6|PBIP1_HUMAN	81 kDa	12	23	ncih1373_af1521.adpr.msbio	Q96AQ6	57326	11	0.478260869565217	81	12.0123456790123	23.0123456790123	1.91572456320658	1.91590341382182	PBXIP1
PCBP1	Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	sp|Q15365|PCBP1_HUMAN	37 kDa	48	42	ncih1373_af1521.adpr.msbio	Q15365	5093	-6	-0.125	37	48.027027027027	42.027027027027	0.875070343275183	0.875026036242449	PCBP1
PCBP2	Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	sp|Q15366|PCBP2_HUMAN	39 kDa	27	26	ncih1373_af1521.adpr.msbio	Q15366	5094	-1	-0.037037037037037	39	27.025641025641	26.025641025641	0.962998102466793	0.962976675305442	PCBP2
PCF11	Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3	sp|O94913|PCF11_HUMAN	173 kDa	2	6	ncih1373_af1521.adpr.msbio	O94913	51585	4	0.666666666666667	173	2.00578034682081	6.00578034682081	2.99423631123919	2.99004975124378	PCF11
PCID2	PCI domain-containing protein 2 OS=Homo sapiens GN=PCID2 PE=1 SV=2	sp|Q5JVF3|PCID2_HUMAN	46 kDa	2	5	ncih1373_af1521.adpr.msbio	Q5JVF3	55795	3	0.6	46	2.02173913043478	5.02173913043478	2.48387096774194	2.49253731343284	PCID2
PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	sp|P22061|PIMT_HUMAN	25 kDa	0	2	ncih1373_af1521.adpr.msbio	P22061	5110	2	1	25	0.04	2.04	51	201	PCMT1
PCNA	Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1	sp|P12004|PCNA_HUMAN	29 kDa	4	0	ncih1373_af1521.adpr.msbio	P12004	5111	-4	-1	29	4.03448275862069	0.0344827586206897	0.00854700854700855	0.00249376558603491	PCNA
PCNP	PEST proteolytic signal-containing nuclear protein OS=Homo sapiens GN=PCNP PE=1 SV=2	sp|Q8WW12|PCNP_HUMAN	19 kDa	10	7	ncih1373_af1521.adpr.msbio	Q8WW12	57092	-3	-0.3	19	10.0526315789474	7.05263157894737	0.701570680628272	0.7002997002997	PCNP
PCYOX1	Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3	sp|Q9UHG3|PCYOX_HUMAN	57 kDa	3	2	ncih1373_af1521.adpr.msbio	Q9UHG3	51449	-1	-0.333333333333333	57	3.01754385964912	2.01754385964912	0.668604651162791	0.667774086378737	PCYOX1
PDAP1	28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens GN=PDAP1 PE=1 SV=1	sp|Q13442|HAP28_HUMAN	21 kDa	8	10	ncih1373_af1521.adpr.msbio	Q13442	11333	2	0.2	21	8.04761904761905	10.047619047619	1.24852071005917	1.24968789013733	PDAP1
PDCD6	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	sp|O75340|PDCD6_HUMAN	22 kDa	2	0	ncih1373_af1521.adpr.msbio	O75340	10016	-2	-1	22	2.04545454545455	0.0454545454545455	0.0222222222222222	0.00497512437810945	PDCD6
PDHB	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3"	sp|P11177|ODPB_HUMAN	39 kDa	2	2	ncih1373_af1521.adpr.msbio	P11177	5162	0	0	39	2.02564102564103	2.02564102564103	1	1	PDHB
PDIA5	Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1	sp|Q14554|PDIA5_HUMAN	60 kDa	4	11	ncih1373_af1521.adpr.msbio	Q14554	10954	7	0.636363636363636	60	4.01666666666667	11.0166666666667	2.74273858921162	2.74563591022444	PDIA5
PDIA6	Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1	sp|Q15084|PDIA6_HUMAN	48 kDa	0	2	ncih1373_af1521.adpr.msbio	Q15084	10130	2	1	48	0.0208333333333333	2.02083333333333	97	201	PDIA6
PDLIM5	PDZ and LIM domain protein 5 OS=Homo sapiens GN=PDLIM5 PE=1 SV=5	sp|Q96HC4|PDLI5_HUMAN	64 kDa	16	11	ncih1373_af1521.adpr.msbio	Q96HC4	10611	-5	-0.3125	64	16.015625	11.015625	0.68780487804878	0.687695190505934	PDLIM5
PDLIM7	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	sp|Q9NR12|PDLI7_HUMAN	50 kDa	7	2	ncih1373_af1521.adpr.msbio	Q9NR12	9260	-5	-0.714285714285714	50	7.02	2.02	0.287749287749288	0.286733238231098	PDLIM7
PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	sp|P07737|PROF1_HUMAN	15 kDa	2	0	ncih1373_af1521.adpr.msbio	P07737	5216	-2	-1	15	2.06666666666667	0.0666666666666667	0.032258064516129	0.00497512437810945	PFN1
PGAM2	Phosphoglycerate mutase 2 OS=Homo sapiens GN=PGAM2 PE=1 SV=3	sp|P15259|PGAM2_HUMAN (+1)	29 kDa	3	0	ncih1373_af1521.adpr.msbio	P15259	5224	-3	-1	29	3.03448275862069	0.0344827586206897	0.0113636363636364	0.00332225913621263	PGAM2
PGAM5	"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens GN=PGAM5 PE=1 SV=2"	sp|Q96HS1|PGAM5_HUMAN	32 kDa	6	0	ncih1373_af1521.adpr.msbio	Q96HS1	192111	-6	-1	32	6.03125	0.03125	0.00518134715025907	0.00166389351081531	PGAM5
PGRMC1	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	sp|O00264|PGRC1_HUMAN	22 kDa	3	3	ncih1373_af1521.adpr.msbio	O00264	10857	0	0	22	3.04545454545455	3.04545454545455	1	1	PGRMC1
PHB	Prohibitin OS=Homo sapiens GN=PHB PE=1 SV=1	sp|P35232|PHB_HUMAN	30 kDa	12	8	ncih1373_af1521.adpr.msbio	P35232	5245	-4	-0.333333333333333	30	12.0333333333333	8.03333333333333	0.667590027700831	0.666944213155704	PHB
PHB2	Prohibitin-2 OS=Homo sapiens GN=PHB2 PE=1 SV=2	sp|Q99623|PHB2_HUMAN	33 kDa	11	11	ncih1373_af1521.adpr.msbio	Q99623	11331	0	0	33	11.030303030303	11.030303030303	1	1	PHB2
PHF5A	PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1	sp|Q7RTV0|PHF5A_HUMAN	12 kDa	6	4	ncih1373_af1521.adpr.msbio	Q7RTV0	84844	-2	-0.333333333333333	12	6.08333333333333	4.08333333333333	0.671232876712329	0.667221297836938	PHF5A
PHF6	PHD finger protein 6 OS=Homo sapiens GN=PHF6 PE=1 SV=1	sp|Q8IWS0|PHF6_HUMAN	41 kDa	17	25	ncih1373_af1521.adpr.msbio	Q8IWS0	84295	8	0.32	41	17.0243902439024	25.0243902439024	1.46991404011461	1.47031158142269	PHF6
PHGDH	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	sp|O43175|SERA_HUMAN	57 kDa	5	2	ncih1373_af1521.adpr.msbio	O43175	26227	-3	-0.6	57	5.01754385964912	2.01754385964912	0.402097902097902	0.401197604790419	PHGDH
PHLDB2	Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2	sp|Q86SQ0|PHLB2_HUMAN	142 kDa	19	9	ncih1373_af1521.adpr.msbio	Q86SQ0	90102	-10	-0.526315789473684	142	19.0070422535211	9.00704225352113	0.473879214523898	0.473961073119411	PHLDB2
PICALM	Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens GN=PICALM PE=1 SV=2	sp|Q13492|PICAL_HUMAN	71 kDa	2	0	ncih1373_af1521.adpr.msbio	Q13492	8301	-2	-1	71	2.01408450704225	0.0140845070422535	0.00699300699300699	0.00497512437810945	PICALM
PIP	Prolactin-inducible protein OS=Homo sapiens GN=PIP PE=1 SV=1	sp|P12273|PIP_HUMAN	17 kDa	0	5	ncih1373_af1521.adpr.msbio	P12273	5304	5	1	17	0.0588235294117647	5.05882352941176	86	501	PIP
PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	sp|P14618|KPYM_HUMAN	58 kDa	14	25	ncih1373_af1521.adpr.msbio	P14618	5315	11	0.44	58	14.0172413793103	25.0172413793103	1.78474784747847	1.78515346181299	PKM
PKP1	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	sp|Q13835|PKP1_HUMAN	83 kDa	2	6	ncih1373_af1521.adpr.msbio	Q13835	5317	4	0.666666666666667	83	2.01204819277108	6.01204819277108	2.98802395209581	2.99004975124378	PKP1
PKP2	Plakophilin-2 OS=Homo sapiens GN=PKP2 PE=1 SV=2	sp|Q99959|PKP2_HUMAN	97 kDa	4	0	ncih1373_af1521.adpr.msbio	Q99959	5318	-4	-1	97	4.01030927835052	0.0103092783505155	0.0025706940874036	0.00249376558603491	PKP2
PKP3	Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1	sp|Q9Y446|PKP3_HUMAN	87 kDa	23	19	ncih1373_af1521.adpr.msbio	Q9Y446	11187	-4	-0.173913043478261	87	23.0114942528736	19.0114942528736	0.826173826173826	0.826162538026945	PKP3
PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	sp|Q15149|PLEC_HUMAN	532 kDa	579	372	ncih1373_af1521.adpr.msbio	Q15149	5339	-207	-0.357512953367876	532	579.001879699248	372.001879699248	0.642488207279185	0.64249322118789	PLEC
PLEKHA5	Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens GN=PLEKHA5 PE=1 SV=1	sp|Q9HAU0|PKHA5_HUMAN	127 kDa	7	5	ncih1373_af1521.adpr.msbio	Q9HAU0	54477	-2	-0.285714285714286	127	7.00787401574803	5.00787401574803	0.714606741573034	0.714693295292439	PLEKHA5
PLP1	Myelin proteolipid protein OS=Homo sapiens GN=PLP1 PE=1 SV=2	sp|P60201|MYPR_HUMAN	30 kDa	4	0	ncih1373_af1521.adpr.msbio	P60201	5354	-4	-1	30	4.03333333333333	0.0333333333333333	0.00826446280991736	0.00249376558603491	PLP1
PLS3	Plastin-3 OS=Homo sapiens GN=PLS3 PE=1 SV=4	sp|P13797|PLST_HUMAN	71 kDa	0	4	ncih1373_af1521.adpr.msbio	P13797	5358	4	1	71	0.0140845070422535	4.01408450704225	285	401	PLS3
PML	Protein PML OS=Homo sapiens GN=PML PE=1 SV=3	sp|P29590|PML_HUMAN	98 kDa	8	12	ncih1373_af1521.adpr.msbio	P29590	5371	4	0.333333333333333	98	8.01020408163265	12.0102040816327	1.49936305732484	1.49937578027466	PML
POLR1D	"Protein POLR1D, isoform 2 OS=Homo sapiens GN=POLR1D PE=1 SV=1"	sp|P0DPB5|RPC22_HUMAN	14 kDa	6	2	ncih1373_af1521.adpr.msbio	P0DPB5	51082	-4	-0.666666666666667	14	6.07142857142857	2.07142857142857	0.341176470588235	0.334442595673877	POLR1D
POR	NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2	sp|P16435|NCPR_HUMAN	77 kDa	3	4	ncih1373_af1521.adpr.msbio	P16435	5447	1	0.25	77	3.01298701298701	4.01298701298701	1.33189655172414	1.33222591362126	POR
PPFIA1	Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 PE=1 SV=1	sp|Q13136|LIPA1_HUMAN	136 kDa	7	0	ncih1373_af1521.adpr.msbio	Q13136	8500	-7	-1	136	7.00735294117647	0.00735294117647059	0.00104931794333683	0.0014265335235378	PPFIA1
PPIA	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	sp|P62937|PPIA_HUMAN	18 kDa	0	3	ncih1373_af1521.adpr.msbio	P62937	5478	3	1	18	0.0555555555555556	3.05555555555556	55	301	PPIA
PPIB	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2	sp|P23284|PPIB_HUMAN	24 kDa	171	216	ncih1373_af1521.adpr.msbio	P23284	5479	45	0.208333333333333	24	171.041666666667	216.041666666667	1.26309378806334	1.26314250628618	PPIB
PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1	sp|Q9Y3C6|PPIL1_HUMAN	18 kDa	3	6	ncih1373_af1521.adpr.msbio	Q9Y3C6	51645	3	0.5	18	3.05555555555556	6.05555555555556	1.98181818181818	1.99667774086379	PPIL1
PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1	sp|Q9H2H8|PPIL3_HUMAN	18 kDa	7	14	ncih1373_af1521.adpr.msbio	Q9H2H8	53938	7	0.5	18	7.05555555555556	14.0555555555556	1.99212598425197	1.99857346647646	PPIL3
PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1	sp|Q8WUA2|PPIL4_HUMAN	57 kDa	15	13	ncih1373_af1521.adpr.msbio	Q8WUA2	85313	-2	-0.133333333333333	57	15.0175438596491	13.0175438596491	0.866822429906542	0.866755496335776	PPIL4
PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens GN=PPIP5K2 PE=1 SV=3	sp|O43314|VIP2_HUMAN	140 kDa	2	0	ncih1373_af1521.adpr.msbio	O43314	23262	-2	-1	140	2.00714285714286	0.00714285714285714	0.00355871886120996	0.00497512437810945	PPIP5K2
PPL	Periplakin OS=Homo sapiens GN=PPL PE=1 SV=4	sp|O60437|PEPL_HUMAN	205 kDa	8	34	ncih1373_af1521.adpr.msbio	O60437	5493	26	0.764705882352941	205	8.00487804878049	34.0048780487805	4.24801950030469	4.24594257178527	PPL
PPP1CC	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1	sp|P36873|PP1G_HUMAN (+2)	37 kDa	3	0	ncih1373_af1521.adpr.msbio	P36873	5501	-3	-1	37	3.02702702702703	0.027027027027027	0.00892857142857143	0.00332225913621263	PPP1CC
PPP1R12A	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1	sp|O14974|MYPT1_HUMAN	115 kDa	11	5	ncih1373_af1521.adpr.msbio	O14974	4659	-6	-0.545454545454545	115	11.0086956521739	5.00869565217391	0.454976303317536	0.455040871934605	PPP1R12A
PPP1R13L	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	sp|Q8WUF5|IASPP_HUMAN	89 kDa	12	4	ncih1373_af1521.adpr.msbio	Q8WUF5	10848	-8	-0.666666666666667	89	12.0112359550562	4.01123595505618	0.333956969130028	0.333888426311407	PPP1R13L
PPP1R18	Phostensin OS=Homo sapiens GN=PPP1R18 PE=1 SV=1	sp|Q6NYC8|PPR18_HUMAN	68 kDa	0	2	ncih1373_af1521.adpr.msbio	Q6NYC8	170954	2	1	68	0.0147058823529412	2.01470588235294	137	201	PPP1R18
PRDX1	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	sp|Q06830|PRDX1_HUMAN	22 kDa	15	13	ncih1373_af1521.adpr.msbio	Q06830	5052	-2	-0.133333333333333	22	15.0454545454545	13.0454545454545	0.867069486404834	0.866755496335776	PRDX1
PRDX6	Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3	sp|P30041|PRDX6_HUMAN	25 kDa	0	2	ncih1373_af1521.adpr.msbio	P30041	9588	2	1	25	0.04	2.04	51	201	PRDX6
PRKCSH	Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2	sp|P14314|GLU2B_HUMAN	59 kDa	3	4	ncih1373_af1521.adpr.msbio	P14314	5589	1	0.25	59	3.01694915254237	4.01694915254237	1.3314606741573	1.33222591362126	PRKCSH
PRKDC	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	sp|P78527|PRKDC_HUMAN	469 kDa	100	9	ncih1373_af1521.adpr.msbio	P78527	5591	-91	-0.91	469	100.002132196162	9.00213219616205	0.0900194025713737	0.0900909909009099	PRKDC
PRKRIP1	PRKR-interacting protein 1 OS=Homo sapiens GN=PRKRIP1 PE=1 SV=1	sp|Q9H875|PKRI1_HUMAN	21 kDa	2	3	ncih1373_af1521.adpr.msbio	Q9H875	79706	1	0.333333333333333	21	2.04761904761905	3.04761904761905	1.48837209302326	1.49751243781095	PRKRIP1
PRPF19	Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	sp|Q9UMS4|PRP19_HUMAN	55 kDa	5	0	ncih1373_af1521.adpr.msbio	Q9UMS4	27339	-5	-1	55	5.01818181818182	0.0181818181818182	0.0036231884057971	0.00199600798403194	PRPF19
PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	sp|O43395|PRPF3_HUMAN	78 kDa	12	0	ncih1373_af1521.adpr.msbio	O43395	9129	-12	-1	78	12.0128205128205	0.0128205128205128	0.00106723585912487	0.000832639467110741	PRPF3
PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2	sp|Q8WWY3|PRP31_HUMAN	55 kDa	6	0	ncih1373_af1521.adpr.msbio	Q8WWY3	26121	-6	-1	55	6.01818181818182	0.0181818181818182	0.00302114803625378	0.00166389351081531	PRPF31
PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	sp|O43172|PRP4_HUMAN	58 kDa	5	0	ncih1373_af1521.adpr.msbio	O43172	9128	-5	-1	58	5.01724137931035	0.0172413793103448	0.00343642611683849	0.00199600798403194	PRPF4
PRPF40A	Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A PE=1 SV=2	sp|O75400|PR40A_HUMAN	109 kDa	5	0	ncih1373_af1521.adpr.msbio	O75400	55660	-5	-1	109	5.00917431192661	0.00917431192660551	0.00183150183150183	0.00199600798403194	PRPF40A
PRPF6	Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1	sp|O94906|PRP6_HUMAN	107 kDa	46	14	ncih1373_af1521.adpr.msbio	O94906	24148	-32	-0.695652173913043	107	46.0093457943925	14.0093457943925	0.304489132642698	0.30449902195175	PRPF6
PRPF8	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	sp|Q6P2Q9|PRP8_HUMAN	274 kDa	91	92	ncih1373_af1521.adpr.msbio	Q6P2Q9	10594	1	0.0108695652173913	274	91.0036496350365	92.0036496350365	1.01098857028274	1.01098780353807	PRPF8
PRRC1	Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1	sp|Q96M27|PRRC1_HUMAN	47 kDa	4	2	ncih1373_af1521.adpr.msbio	Q96M27	133619	-2	-0.5	47	4.02127659574468	2.02127659574468	0.502645502645503	0.501246882793017	PRRC1
PRRC2C	Protein PRRC2C OS=Homo sapiens GN=PRRC2C PE=1 SV=4	sp|Q9Y520|PRC2C_HUMAN	317 kDa	2	2	ncih1373_af1521.adpr.msbio	Q9Y520	23215	0	0	317	2.00315457413249	2.00315457413249	1	1	PRRC2C
PSMA1	Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1	sp|P25786|PSA1_HUMAN	30 kDa	4	0	ncih1373_af1521.adpr.msbio	P25786	5682	-4	-1	30	4.03333333333333	0.0333333333333333	0.00826446280991736	0.00249376558603491	PSMA1
PSMA4	Proteasome subunit alpha type-4 OS=Homo sapiens GN=PSMA4 PE=1 SV=1	sp|P25789|PSA4_HUMAN	29 kDa	5	0	ncih1373_af1521.adpr.msbio	P25789	5685	-5	-1	29	5.03448275862069	0.0344827586206897	0.00684931506849315	0.00199600798403194	PSMA4
PSMA6	Proteasome subunit alpha type-6 OS=Homo sapiens GN=PSMA6 PE=1 SV=1	sp|P60900|PSA6_HUMAN	27 kDa	2	3	ncih1373_af1521.adpr.msbio	P60900	5687	1	0.333333333333333	27	2.03703703703704	3.03703703703704	1.49090909090909	1.49751243781095	PSMA6
PSMA7	Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1	sp|O14818|PSA7_HUMAN	28 kDa	2	0	ncih1373_af1521.adpr.msbio	O14818	5688	-2	-1	28	2.03571428571429	0.0357142857142857	0.0175438596491228	0.00497512437810945	PSMA7
PSMC1	26S proteasome regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1	sp|P62191|PRS4_HUMAN	49 kDa	3	0	ncih1373_af1521.adpr.msbio	P62191	5700	-3	-1	49	3.02040816326531	0.0204081632653061	0.00675675675675676	0.00332225913621263	PSMC1
PSMD1	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2	sp|Q99460|PSMD1_HUMAN	106 kDa	4	2	ncih1373_af1521.adpr.msbio	Q99460	5707	-2	-0.5	106	4.00943396226415	2.00943396226415	0.501176470588235	0.501246882793017	PSMD1
PSMD2	26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3	sp|Q13200|PSMD2_HUMAN	100 kDa	9	5	ncih1373_af1521.adpr.msbio	Q13200	5708	-4	-0.444444444444444	100	9.01	5.01	0.556048834628191	0.556048834628191	PSMD2
PSME1	Proteasome activator complex subunit 1 OS=Homo sapiens GN=PSME1 PE=1 SV=1	sp|Q06323|PSME1_HUMAN	29 kDa	0	2	ncih1373_af1521.adpr.msbio	Q06323	5720	2	1	29	0.0344827586206897	2.03448275862069	59	201	PSME1
PSME3	Proteasome activator complex subunit 3 OS=Homo sapiens GN=PSME3 PE=1 SV=1	sp|P61289|PSME3_HUMAN	30 kDa	4	2	ncih1373_af1521.adpr.msbio	P61289	10197	-2	-0.5	30	4.03333333333333	2.03333333333333	0.504132231404959	0.501246882793017	PSME3
PSPC1	Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 PE=1 SV=1	sp|Q8WXF1|PSPC1_HUMAN	59 kDa	4	0	ncih1373_af1521.adpr.msbio	Q8WXF1	55269	-4	-1	59	4.01694915254237	0.0169491525423729	0.00421940928270042	0.00249376558603491	PSPC1
