genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.RBN011628_1um_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
PA2G4	Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3	sp|Q9UQ80|PA2G4_HUMAN	44 kDa	0	9	skmes_adpr.msbio	Q9UQ80	5036	9	1	44	0.0227272727272727	9.02272727272727	397	901	PA2G4
PABPC1	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	sp|P11940|PABP1_HUMAN	71 kDa	0	3	skmes_adpr.msbio	P11940	26986	3	1	71	0.0140845070422535	3.01408450704225	214	301	PABPC1
PAICS	Multifunctional protein ADE2 OS=Homo sapiens GN=PAICS PE=1 SV=3	sp|P22234|PUR6_HUMAN	47 kDa	9	8	skmes_adpr.msbio	P22234	10606	-1	-0.111111111111111	47	9.02127659574468	8.02127659574468	0.889150943396226	0.889012208657048	PAICS
PARD3	Partitioning defective 3 homolog OS=Homo sapiens GN=PARD3 PE=1 SV=2	sp|Q8TEW0|PARD3_HUMAN	151 kDa	32	61	skmes_adpr.msbio	Q8TEW0	56288	29	0.475409836065574	151	32.0066225165563	61.0066225165563	1.90606248706807	1.90596688534833	PARD3
PARK7	Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2	sp|Q99497|PARK7_HUMAN	20 kDa	0	15	skmes_adpr.msbio	Q99497	11315	15	1	20	0.05	15.05	301	1501	PARK7
PARP1	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4	sp|P09874|PARP1_HUMAN	113 kDa	99	116	skmes_adpr.msbio	P09874	142	17	0.146551724137931	113	99.0088495575221	116.008849557522	1.1717018233822	1.17169982830017	PARP1
PARP14	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3	sp|Q460N5|PAR14_HUMAN	203 kDa	7	0	skmes_adpr.msbio	Q460N5	54625	-7	-1	203	7.00492610837438	0.00492610837438424	0.00070323488045007	0.0014265335235378	PARP14
PARP2	Poly [ADP-ribose] polymerase 2 OS=Homo sapiens GN=PARP2 PE=1 SV=2	sp|Q9UGN5|PARP2_HUMAN	66 kDa	5	4	skmes_adpr.msbio	Q9UGN5	10038	-1	-0.2	66	5.01515151515152	4.01515151515152	0.800604229607251	0.800399201596806	PARP2
PARP4	Poly [ADP-ribose] polymerase 4 OS=Homo sapiens GN=PARP4 PE=1 SV=3	sp|Q9UKK3|PARP4_HUMAN	193 kDa	8	5	skmes_adpr.msbio	Q9UKK3	143	-3	-0.375	193	8.00518134715026	5.00518134715026	0.625242718446602	0.625468164794007	PARP4
PAXBP1	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2	sp|Q9Y5B6|PAXB1_HUMAN	105 kDa	22	24	skmes_adpr.msbio	Q9Y5B6	94104	2	0.0833333333333333	105	22.0095238095238	24.0095238095238	1.09086975335353	1.09086778736938	PAXBP1
PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Homo sapiens GN=PBXIP1 PE=1 SV=1	sp|Q96AQ6|PBIP1_HUMAN	81 kDa	25	40	skmes_adpr.msbio	Q96AQ6	57326	15	0.375	81	25.0123456790123	40.0123456790123	1.59970384995064	1.59976009596162	PBXIP1
PCBP1	Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	sp|Q15365|PCBP1_HUMAN	37 kDa	43	41	skmes_adpr.msbio	Q15365	5093	-2	-0.0465116279069767	37	43.027027027027	41.027027027027	0.953517587939699	0.953499186235759	PCBP1
PCBP2	Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	sp|Q15366|PCBP2_HUMAN	39 kDa	17	12	skmes_adpr.msbio	Q15366	5094	-5	-0.294117647058824	39	17.025641025641	12.025641025641	0.706325301204819	0.706055261610817	PCBP2
PCF11	Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens GN=PCF11 PE=1 SV=3	sp|O94913|PCF11_HUMAN	173 kDa	15	22	skmes_adpr.msbio	O94913	51585	7	0.318181818181818	173	15.0057803468208	22.0057803468208	1.46648690292758	1.46635576282478	PCF11
PCM1	Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4	sp|Q15154|PCM1_HUMAN	229 kDa	15	13	skmes_adpr.msbio	Q15154	5108	-2	-0.133333333333333	229	15.0043668122271	13.0043668122271	0.866705471478463	0.866755496335776	PCM1
PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	sp|P22061|PIMT_HUMAN	25 kDa	10	11	skmes_adpr.msbio	P22061	5110	1	0.0909090909090909	25	10.04	11.04	1.0996015936255	1.0999000999001	PCMT1
PCNA	Proliferating cell nuclear antigen OS=Homo sapiens GN=PCNA PE=1 SV=1	sp|P12004|PCNA_HUMAN	29 kDa	0	10	skmes_adpr.msbio	P12004	5111	10	1	29	0.0344827586206897	10.0344827586207	291	1001	PCNA
PCNT	Pericentrin OS=Homo sapiens GN=PCNT PE=1 SV=4	sp|O95613|PCNT_HUMAN	378 kDa	24	22	skmes_adpr.msbio	O95613	5116	-2	-0.0833333333333333	378	24.0026455026455	22.0026455026455	0.916675851427312	0.916701374427322	PCNT
PCYOX1	Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3	sp|Q9UHG3|PCYOX_HUMAN	57 kDa	7	10	skmes_adpr.msbio	Q9UHG3	51449	3	0.3	57	7.01754385964912	10.0175438596491	1.4275	1.42796005706134	PCYOX1
PDCD10	Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1	sp|Q9BUL8|PDC10_HUMAN	25 kDa	2	2	skmes_adpr.msbio	Q9BUL8	11235	0	0	25	2.04	2.04	1	1	PDCD10
PDCD6	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	sp|O75340|PDCD6_HUMAN	22 kDa	9	10	skmes_adpr.msbio	O75340	10016	1	0.1	22	9.04545454545454	10.0454545454545	1.1105527638191	1.11098779134295	PDCD6
PDIA5	Protein disulfide-isomerase A5 OS=Homo sapiens GN=PDIA5 PE=1 SV=1	sp|Q14554|PDIA5_HUMAN	60 kDa	15	16	skmes_adpr.msbio	Q14554	10954	1	0.0625	60	15.0166666666667	16.0166666666667	1.06659267480577	1.06662225183211	PDIA5
PDIA6	Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=1 SV=1	sp|Q15084|PDIA6_HUMAN	48 kDa	0	4	skmes_adpr.msbio	Q15084	10130	4	1	48	0.0208333333333333	4.02083333333333	193	401	PDIA6
PDLIM7	PDZ and LIM domain protein 7 OS=Homo sapiens GN=PDLIM7 PE=1 SV=1	sp|Q9NR12|PDLI7_HUMAN	50 kDa	0	2	skmes_adpr.msbio	Q9NR12	9260	2	1	50	0.02	2.02	101	201	PDLIM7
PEBP1	Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens GN=PEBP1 PE=1 SV=3	sp|P30086|PEBP1_HUMAN	21 kDa	0	8	skmes_adpr.msbio	P30086	5037	8	1	21	0.0476190476190476	8.04761904761905	169	801	PEBP1
PES1	Pescadillo homolog OS=Homo sapiens GN=PES1 PE=1 SV=1	sp|O00541|PESC_HUMAN	68 kDa	51	38	skmes_adpr.msbio	O00541	23481	-13	-0.254901960784314	68	51.0147058823529	38.0147058823529	0.74517151916979	0.74514801019408	PES1
PFN1	Profilin-1 OS=Homo sapiens GN=PFN1 PE=1 SV=2	sp|P07737|PROF1_HUMAN	15 kDa	0	74	skmes_adpr.msbio	P07737	5216	74	1	15	0.0666666666666667	74.0666666666667	1111	7401	PFN1
PGAM1	Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2	sp|P18669|PGAM1_HUMAN	29 kDa	0	36	skmes_adpr.msbio	P18669	5223	36	1	29	0.0344827586206897	36.0344827586207	1045	3601	PGAM1
PGD	6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens GN=PGD PE=1 SV=3	sp|P52209|6PGD_HUMAN	53 kDa	0	6	skmes_adpr.msbio	P52209	5226	6	1	53	0.0188679245283019	6.0188679245283	319	601	PGD
PGK1	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	sp|P00558|PGK1_HUMAN	45 kDa	0	62	skmes_adpr.msbio	P00558	5230	62	1	45	0.0222222222222222	62.0222222222222	2791	6201	PGK1
PGRMC1	Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3	sp|O00264|PGRC1_HUMAN	22 kDa	9	9	skmes_adpr.msbio	O00264	10857	0	0	22	9.04545454545454	9.04545454545454	1	1	PGRMC1
PGRMC2	Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1	sp|O15173|PGRC2_HUMAN	24 kDa	0	2	skmes_adpr.msbio	O15173	10424	2	1	24	0.0416666666666667	2.04166666666667	49	201	PGRMC2
PHC2	Polyhomeotic-like protein 2 OS=Homo sapiens GN=PHC2 PE=1 SV=1	sp|Q8IXK0|PHC2_HUMAN	91 kDa	7	6	skmes_adpr.msbio	Q8IXK0	1912	-1	-0.142857142857143	91	7.01098901098901	6.01098901098901	0.857366771159875	0.85734664764622	PHC2
PHF23	PHD finger protein 23 OS=Homo sapiens GN=PHF23 PE=1 SV=1	sp|Q9BUL5|PHF23_HUMAN	44 kDa	2	2	skmes_adpr.msbio	Q9BUL5	79142	0	0	44	2.02272727272727	2.02272727272727	1	1	PHF23
PHF3	PHD finger protein 3 OS=Homo sapiens GN=PHF3 PE=1 SV=3	sp|Q92576|PHF3_HUMAN	229 kDa	20	20	skmes_adpr.msbio	Q92576	23469	0	0	229	20.0043668122271	20.0043668122271	1	1	PHF3
PHF6	PHD finger protein 6 OS=Homo sapiens GN=PHF6 PE=1 SV=1	sp|Q8IWS0|PHF6_HUMAN	41 kDa	66	69	skmes_adpr.msbio	Q8IWS0	84295	3	0.0434782608695652	41	66.0243902439024	69.0243902439024	1.04543775397119	1.04544765944554	PHF6
PHGDH	D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4	sp|O43175|SERA_HUMAN	57 kDa	11	10	skmes_adpr.msbio	O43175	26227	-1	-0.0909090909090909	57	11.0175438596491	10.0175438596491	0.909235668789809	0.909173478655767	PHGDH
PHLDA1	Pleckstrin homology-like domain family A member 1 OS=Homo sapiens GN=PHLDA1 PE=1 SV=4	sp|Q8WV24|PHLA1_HUMAN	45 kDa	0	7	skmes_adpr.msbio	Q8WV24	22822	7	1	45	0.0222222222222222	7.02222222222222	316	701	PHLDA1
PHLDB2	Pleckstrin homology-like domain family B member 2 OS=Homo sapiens GN=PHLDB2 PE=1 SV=2	sp|Q86SQ0|PHLB2_HUMAN	142 kDa	13	12	skmes_adpr.msbio	Q86SQ0	90102	-1	-0.0769230769230769	142	13.0070422535211	12.0070422535211	0.923118570655116	0.923136049192928	PHLDB2
PHRF1	PHD and RING finger domain-containing protein 1 OS=Homo sapiens GN=PHRF1 PE=1 SV=3	sp|Q9P1Y6|PHRF1_HUMAN	179 kDa	3	0	skmes_adpr.msbio	Q9P1Y6	57661	-3	-1	179	3.00558659217877	0.00558659217877095	0.00185873605947955	0.00332225913621263	PHRF1
PIMREG	Protein PIMREG OS=Homo sapiens GN=PIMREG PE=1 SV=1	sp|Q9BSJ6|PIMRE_HUMAN	27 kDa	0	3	skmes_adpr.msbio	Q9BSJ6	54478	3	1	27	0.037037037037037	3.03703703703704	82	301	PIMREG
PIN4	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1	sp|Q9Y237|PIN4_HUMAN	14 kDa	12	9	skmes_adpr.msbio	Q9Y237	5303	-3	-0.25	14	12.0714285714286	9.07142857142857	0.751479289940828	0.750208159866778	PIN4
PINX1	PIN2/TERF1-interacting telomerase inhibitor 1 OS=Homo sapiens GN=PINX1 PE=1 SV=2	sp|Q96BK5|PINX1_HUMAN	37 kDa	5	5	skmes_adpr.msbio	Q96BK5	54984	0	0	37	5.02702702702703	5.02702702702703	1	1	PINX1
PKM	Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4	sp|P14618|KPYM_HUMAN	58 kDa	38	81	skmes_adpr.msbio	P14618	5315	43	0.530864197530864	58	38.0172413793103	81.0172413793103	2.13106575963719	2.13128124177848	PKM
PKP1	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	sp|Q13835|PKP1_HUMAN	83 kDa	17	17	skmes_adpr.msbio	Q13835	5317	0	0	83	17.0120481927711	17.0120481927711	1	1	PKP1
PKP2	Plakophilin-2 OS=Homo sapiens GN=PKP2 PE=1 SV=2	sp|Q99959|PKP2_HUMAN	97 kDa	3	0	skmes_adpr.msbio	Q99959	5318	-3	-1	97	3.01030927835052	0.0103092783505155	0.00342465753424658	0.00332225913621263	PKP2
PLCB3	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 OS=Homo sapiens GN=PLCB3 PE=1 SV=2	sp|Q01970|PLCB3_HUMAN	139 kDa	2	4	skmes_adpr.msbio	Q01970	5331	2	0.5	139	2.00719424460432	4.00719424460432	1.99641577060932	1.99502487562189	PLCB3
PLEC	Plectin OS=Homo sapiens GN=PLEC PE=1 SV=3	sp|Q15149|PLEC_HUMAN	532 kDa	6	4	skmes_adpr.msbio	Q15149	5339	-2	-0.333333333333333	532	6.00187969924812	4.00187969924812	0.666771061697463	0.667221297836938	PLEC
PLEKHA5	Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens GN=PLEKHA5 PE=1 SV=1	sp|Q9HAU0|PKHA5_HUMAN	127 kDa	2	0	skmes_adpr.msbio	Q9HAU0	54477	-2	-1	127	2.00787401574803	0.0078740157480315	0.00392156862745098	0.00497512437810945	PLEKHA5
PLEKHG4	Puratrophin-1 OS=Homo sapiens GN=PLEKHG4 PE=1 SV=1	sp|Q58EX7|PKHG4_HUMAN	131 kDa	2	0	skmes_adpr.msbio	Q58EX7	25894	-2	-1	131	2.00763358778626	0.00763358778625954	0.00380228136882129	0.00497512437810945	PLEKHG4
PLIN3	Perilipin-3 OS=Homo sapiens GN=PLIN3 PE=1 SV=3	sp|O60664|PLIN3_HUMAN	47 kDa	3	7	skmes_adpr.msbio	O60664	10226	4	0.571428571428571	47	3.02127659574468	7.02127659574468	2.32394366197183	2.32890365448505	PLIN3
PNP	Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2	sp|P00491|PNPH_HUMAN	32 kDa	0	8	skmes_adpr.msbio	P00491	4860	8	1	32	0.03125	8.03125	257	801	PNP
POF1B	Protein POF1B OS=Homo sapiens GN=POF1B PE=1 SV=3	sp|Q8WVV4|POF1B_HUMAN	68 kDa	4	3	skmes_adpr.msbio	Q8WVV4	79983	-1	-0.25	68	4.01470588235294	3.01470588235294	0.750915750915751	0.750623441396509	POF1B
POLD1	DNA polymerase delta catalytic subunit OS=Homo sapiens GN=POLD1 PE=1 SV=2	sp|P28340|DPOD1_HUMAN	124 kDa	12	18	skmes_adpr.msbio	P28340	5424	6	0.333333333333333	124	12.008064516129	18.008064516129	1.49966420416387	1.49958368026644	POLD1
POLD2	DNA polymerase delta subunit 2 OS=Homo sapiens GN=POLD2 PE=1 SV=1	sp|P49005|DPOD2_HUMAN	51 kDa	3	0	skmes_adpr.msbio	P49005	5425	-3	-1	51	3.01960784313725	0.0196078431372549	0.00649350649350649	0.00332225913621263	POLD2
POLD3	DNA polymerase delta subunit 3 OS=Homo sapiens GN=POLD3 PE=1 SV=2	sp|Q15054|DPOD3_HUMAN	51 kDa	0	2	skmes_adpr.msbio	Q15054	10714	2	1	51	0.0196078431372549	2.01960784313725	103	201	POLD3
POLR1A	DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens GN=POLR1A PE=1 SV=2	sp|O95602|RPA1_HUMAN	195 kDa	60	25	skmes_adpr.msbio	O95602	25885	-35	-0.583333333333333	195	60.0051282051282	25.0051282051282	0.416716519955559	0.416763872687885	POLR1A
POLR1B	DNA-directed RNA polymerase I subunit RPA2 OS=Homo sapiens GN=POLR1B PE=1 SV=2	sp|Q9H9Y6|RPA2_HUMAN	128 kDa	10	0	skmes_adpr.msbio	Q9H9Y6	84172	-10	-1	128	10.0078125	0.0078125	0.00078064012490242	0.000999000999000999	POLR1B
POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1	sp|O15160|RPAC1_HUMAN	39 kDa	2	0	skmes_adpr.msbio	O15160	9533	-2	-1	39	2.02564102564103	0.0256410256410256	0.0126582278481013	0.00497512437810945	POLR1C
POLR1D	Protein POLR1D, isoform 2 OS=Homo sapiens GN=POLR1D PE=1 SV=1	sp|P0DPB5|RPC22_HUMAN	14 kDa	6	5	skmes_adpr.msbio	P0DPB5	51082	-1	-0.166666666666667	14	6.07142857142857	5.07142857142857	0.835294117647059	0.833610648918469	POLR1D
POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens GN=POLR2E PE=1 SV=4	sp|P19388|RPAB1_HUMAN	25 kDa	3	2	skmes_adpr.msbio	P19388	5434	-1	-0.333333333333333	25	3.04	2.04	0.671052631578947	0.667774086378737	POLR2E
POLR2H	DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Homo sapiens GN=POLR2H PE=1 SV=4	sp|P52434|RPAB3_HUMAN	17 kDa	0	2	skmes_adpr.msbio	P52434	5437	2	1	17	0.0588235294117647	2.05882352941176	35	201	POLR2H
POR	NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2	sp|P16435|NCPR_HUMAN	77 kDa	3	0	skmes_adpr.msbio	P16435	5447	-3	-1	77	3.01298701298701	0.012987012987013	0.00431034482758621	0.00332225913621263	POR
PPIA	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2	sp|P62937|PPIA_HUMAN	18 kDa	0	47	skmes_adpr.msbio	P62937	5478	47	1	18	0.0555555555555556	47.0555555555556	847	4701	PPIA
PPIB	Peptidyl-prolyl cis-trans isomerase B OS=Homo sapiens GN=PPIB PE=1 SV=2	sp|P23284|PPIB_HUMAN	24 kDa	130	148	skmes_adpr.msbio	P23284	5479	18	0.121621621621622	24	130.041666666667	148.041666666667	1.1384171739827	1.1384508883932	PPIB
PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Homo sapiens GN=PPIF PE=1 SV=1	sp|P30405|PPIF_HUMAN	22 kDa	2	4	skmes_adpr.msbio	P30405	10105	2	0.5	22	2.04545454545455	4.04545454545455	1.97777777777778	1.99502487562189	PPIF
PPIH	Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens GN=PPIH PE=1 SV=1	sp|O43447|PPIH_HUMAN	19 kDa	7	10	skmes_adpr.msbio	O43447	10465	3	0.3	19	7.05263157894737	10.0526315789474	1.42537313432836	1.42796005706134	PPIH
PPIL1	Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens GN=PPIL1 PE=1 SV=1	sp|Q9Y3C6|PPIL1_HUMAN	18 kDa	30	29	skmes_adpr.msbio	Q9Y3C6	51645	-1	-0.0333333333333333	18	30.0555555555556	29.0555555555556	0.966728280961183	0.966677774075308	PPIL1
PPIL2	Peptidyl-prolyl cis-trans isomerase-like 2 OS=Homo sapiens GN=PPIL2 PE=1 SV=1	sp|Q13356|PPIL2_HUMAN	59 kDa	14	13	skmes_adpr.msbio	Q13356	23759	-1	-0.0714285714285714	59	14.0169491525424	13.0169491525424	0.928657799274486	0.928622412562455	PPIL2
PPIL3	Peptidyl-prolyl cis-trans isomerase-like 3 OS=Homo sapiens GN=PPIL3 PE=1 SV=1	sp|Q9H2H8|PPIL3_HUMAN	18 kDa	18	19	skmes_adpr.msbio	Q9H2H8	53938	1	0.0526315789473684	18	18.0555555555556	19.0555555555556	1.05538461538462	1.05552470849528	PPIL3
PPIL4	Peptidyl-prolyl cis-trans isomerase-like 4 OS=Homo sapiens GN=PPIL4 PE=1 SV=1	sp|Q8WUA2|PPIL4_HUMAN	57 kDa	21	13	skmes_adpr.msbio	Q8WUA2	85313	-8	-0.380952380952381	57	21.0175438596491	13.0175438596491	0.619365609348915	0.619228938600666	PPIL4
PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens GN=PPIP5K2 PE=1 SV=3	sp|O43314|VIP2_HUMAN	140 kDa	5	9	skmes_adpr.msbio	O43314	23262	4	0.444444444444444	140	5.00714285714286	9.00714285714286	1.79885877318117	1.79840319361277	PPIP5K2
PPP1R12A	Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1	sp|O14974|MYPT1_HUMAN	115 kDa	2	0	skmes_adpr.msbio	O14974	4659	-2	-1	115	2.00869565217391	0.00869565217391304	0.00432900432900433	0.00497512437810945	PPP1R12A
PPP2CA	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform OS=Homo sapiens GN=PPP2CA PE=1 SV=1	sp|P67775|PP2AA_HUMAN	36 kDa	3	3	skmes_adpr.msbio	P67775	5515	0	0	36	3.02777777777778	3.02777777777778	1	1	PPP2CA
PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4	sp|P30153|2AAA_HUMAN	65 kDa	12	9	skmes_adpr.msbio	P30153	5518	-3	-0.25	65	12.0153846153846	9.01538461538462	0.750320102432778	0.750208159866778	PPP2R1A
PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA PE=1 SV=1	sp|Q08209|PP2BA_HUMAN	59 kDa	3	0	skmes_adpr.msbio	Q08209	5530	-3	-1	59	3.01694915254237	0.0169491525423729	0.00561797752808989	0.00332225913621263	PPP3CA
PQBP1	Polyglutamine-binding protein 1 OS=Homo sapiens GN=PQBP1 PE=1 SV=1	sp|O60828|PQBP1_HUMAN	30 kDa	13	8	skmes_adpr.msbio	O60828	10084	-5	-0.384615384615385	30	13.0333333333333	8.03333333333333	0.616368286445013	0.615680245964643	PQBP1
PRDX1	Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1	sp|Q06830|PRDX1_HUMAN	22 kDa	11	30	skmes_adpr.msbio	Q06830	5052	19	0.633333333333333	22	11.0454545454545	30.0454545454545	2.7201646090535	2.72570390554042	PRDX1
PRDX2	Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5	sp|P32119|PRDX2_HUMAN	22 kDa	3	15	skmes_adpr.msbio	P32119	7001	12	0.8	22	3.04545454545455	15.0454545454545	4.94029850746269	4.98671096345515	PRDX2
PRDX5	Peroxiredoxin-5, mitochondrial OS=Homo sapiens GN=PRDX5 PE=1 SV=4	sp|P30044|PRDX5_HUMAN	22 kDa	0	2	skmes_adpr.msbio	P30044	25824	2	1	22	0.0454545454545455	2.04545454545455	45	201	PRDX5
PRDX6	Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3	sp|P30041|PRDX6_HUMAN	25 kDa	0	12	skmes_adpr.msbio	P30041	9588	12	1	25	0.04	12.04	301	1201	PRDX6
PRH1	Salivary acidic proline-rich phosphoprotein 1/2 OS=Homo sapiens GN=PRH1 PE=1 SV=2	sp|P02810|PRPC_HUMAN	17 kDa	0	2	skmes_adpr.msbio	P02810	5554	2	1	17	0.0588235294117647	2.05882352941176	35	201	PRH1
PRIM2	DNA primase large subunit OS=Homo sapiens GN=PRIM2 PE=1 SV=2	sp|P49643|PRI2_HUMAN	59 kDa	2	0	skmes_adpr.msbio	P49643	5558	-2	-1	59	2.01694915254237	0.0169491525423729	0.00840336134453781	0.00497512437810945	PRIM2
PRKAA1	5'-AMP-activated protein kinase catalytic subunit alpha-1 OS=Homo sapiens GN=PRKAA1 PE=1 SV=4	sp|Q13131|AAPK1_HUMAN	64 kDa	3	0	skmes_adpr.msbio	Q13131	5562	-3	-1	64	3.015625	0.015625	0.00518134715025907	0.00332225913621263	PRKAA1
PRKAR2A	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens GN=PRKAR2A PE=1 SV=2	sp|P13861|KAP2_HUMAN	46 kDa	2	7	skmes_adpr.msbio	P13861	5576	5	0.714285714285714	46	2.02173913043478	7.02173913043478	3.47311827956989	3.48756218905473	PRKAR2A
PRKDC	DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=1 SV=3	sp|P78527|PRKDC_HUMAN	469 kDa	3	0	skmes_adpr.msbio	P78527	5591	-3	-1	469	3.00213219616205	0.00213219616204691	0.000710227272727273	0.00332225913621263	PRKDC
PRKRIP1	PRKR-interacting protein 1 OS=Homo sapiens GN=PRKRIP1 PE=1 SV=1	sp|Q9H875|PKRI1_HUMAN	21 kDa	0	5	skmes_adpr.msbio	Q9H875	79706	5	1	21	0.0476190476190476	5.04761904761905	106	501	PRKRIP1
PRMT5	Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=1 SV=4	sp|O14744|ANM5_HUMAN	73 kDa	2	5	skmes_adpr.msbio	O14744	10419	3	0.6	73	2.01369863013699	5.01369863013699	2.48979591836735	2.49253731343284	PRMT5
PRPF19	Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1	sp|Q9UMS4|PRP19_HUMAN	55 kDa	3	0	skmes_adpr.msbio	Q9UMS4	27339	-3	-1	55	3.01818181818182	0.0181818181818182	0.00602409638554217	0.00332225913621263	PRPF19
PRPF3	U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	sp|O43395|PRPF3_HUMAN	78 kDa	29	13	skmes_adpr.msbio	O43395	9129	-16	-0.551724137931034	78	29.0128205128205	13.0128205128205	0.448519664162616	0.448466046190969	PRPF3
PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2	sp|Q8WWY3|PRP31_HUMAN	55 kDa	18	13	skmes_adpr.msbio	Q8WWY3	26121	-5	-0.277777777777778	55	18.0181818181818	13.0181818181818	0.722502522704339	0.722376457523598	PRPF31
PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 PE=1 SV=2	sp|O43172|PRP4_HUMAN	58 kDa	18	12	skmes_adpr.msbio	O43172	9128	-6	-0.333333333333333	58	18.0172413793103	12.0172413793103	0.666985645933014	0.666851749028318	PRPF4
PRPF6	Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1	sp|O94906|PRP6_HUMAN	107 kDa	15	9	skmes_adpr.msbio	O94906	24148	-6	-0.4	107	15.0093457943925	9.00934579439252	0.600249066002491	0.600266489007328	PRPF6
PRPF8	Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2	sp|Q6P2Q9|PRP8_HUMAN	274 kDa	44	28	skmes_adpr.msbio	Q6P2Q9	10594	-16	-0.363636363636364	274	44.0036496350365	28.0036496350365	0.636393796135025	0.636446262213133	PRPF8
